ID,name,basin,river,provider,iso,DrainageArea_prov,DrainageArea_LDD,lat,long,LISFLOOD_X,LISFLOOD_Y,SourceGlo,GlofasV5,Obs_start,Obs_end,Split_date_CALstart,KGEmod,JSD,Function,Region,Basin,CalChanMan1,CalChanMan3,GwLoss,GwPercValue,LZThreshold,LakeMultiplier,LowerZoneTimeConstant,PowerPrefFlow,SnowMeltCoef,TransSub,UpperZoneTimeConstant,b_Xinanjiang
2208,KURD,Zala-Balaton-Sio,KAPOS,1062,HU,2119.0,2117.19,46.45,18.31,18.325,46.425,efas,calibrated,01/01/1990 00:00',01/01/1996 00:00',01/01/1990 00:00',0.72941,0.0457593,KGEJSD,Europe,Danube,4.98484,1.0,0.355145,1.14487,8.00163,1.0,298.159,1.01656,4.45472,0.0517407,31.992,2.64845
2210,SZENDRO,Sajo,BODVAJ,1062,HU,1496.0,1497.58,48.4,20.73,20.725,48.425,efas,calibrated,01/01/1990 00:00',01/01/1996 00:00',01/01/1990 00:00',0.658653,0.304089,KGE,Europe,Danube,4.94675,1.0,0.476666,0.539684,16.0568,1.0,55.2119,2.39574,5.45284,0.0155419,16.2546,0.968254
2251,TINACARRA,Shannon,BOYLE,1062,IE,519.9,530.59,53.96,-8.37,-8.275,53.975,efas,calibrated,01/01/1990 00:00',22/01/2002 00:00',01/01/1990 00:00',0.705864,0.0360395,KGEJSD,Europe,IrelandIceland,4.99817,1.0,0.133209,0.159542,11.146,1.0,115.509,2.69387,3.4255,0.0,10.6816,2.64186
2252,WOLFE TONE BRIDGE,Corrib,Corrib,1062,IE,3136.1,3246.32,53.26,-9.04,-9.025,53.275,efas,calibrated,01/01/1990 00:00',01/03/2005 00:00',01/01/1990 00:00',0.550227,0.165286,KGE,Europe,IrelandIceland,0.802191,0.5,0.0,1.18128,8.3284,2.0,159.392,7.34063,3.09239,0.0,35.5476,4.96922
2254,BALLYCOREY,Shannon,FERGUS,1062,IE,511.4,561.13,52.85,-8.98,-8.975,52.875,efas,calibrated,01/01/1990 00:00',13/01/2010 00:00',01/01/1990 00:00',0.817938,0.0283779,KGEJSD,Europe,IrelandIceland,4.52511,1.0,0.555224,0.555224,13.5577,1.0,392.147,1.26969,4.5663,0.000295449,10.7604,2.58337
2255,LISTOWEL,Feale,FEALE,1062,IE,646.8,644.54,52.44,-9.48,-9.475,52.425,efas,calibrated,01/01/1990 00:00',03/07/2008 00:00',01/01/1990 00:00',0.534979,0.0351984,KGEJSD,Europe,IrelandIceland,4.13475,1.0,0.00359067,0.0309085,16.3029,1.0,102.984,5.86914,3.49651,0.0,18.1468,3.32896
2260,PASS BRIDGE,Suir & Barrow,BARROW,1062,IE,1063.6,1078.66,53.14,-7.06,-7.075,53.125,efas,calibrated,01/01/1990 00:00',16/06/2009 00:00',01/01/1990 00:00',0.749352,0.0278185,KGEJSD,Europe,IrelandIceland,4.56737,1.0,0.063194,0.166442,26.1081,1.0,60.3322,1.36352,2.5,0.00130923,5.75183,3.76517
2265,CROGHAN,Suir & Barrow,LITTLE BROSNA,1062,IE,479.3,541.24,53.34,-7.27,-7.925,53.125,efas,calibrated,01/01/1990 00:00',08/09/2003 00:00',01/01/1990 00:00',0.771046,0.0364705,KGEJSD,Europe,IrelandIceland,2.54644,1.0,0.16111,0.230904,9.53467,1.0,99.9559,2.98076,4.02334,0.0,7.21095,1.9113
2275,AGAN NAHARAYIM,Jordan / Dead Sea,Jordan,1062,JO,-999.0,11508.6,32.63,35.58,51.725,32.625, ,calibrated,02/10/1988 00:00',01/10/1993 00:00',02/10/1988 00:00',0.173083,0.404691,KGE,Asia,CentralIranCaspianSeaSouthWestCoast,4.16814,1.0,0.368037,1.27016,16.3411,1.0,344.09,2.95462,4.93306,0.0933693,28.1439,4.59003
2286,POOLEWE,Scotland,EWE,1062,UK,441.1,448.83,57.76,-5.6,-5.625,57.775,efas,calibrated,01/01/1990 00:00',01/01/2012 00:00',02/01/1992 00:00',0.628192,0.0572862,KGEJSD,Europe,GreatBritain,4.74763,1.0,0.0,0.543981,23.3969,1.0,217.482,2.58096,4.58283,0.000274837,11.8595,2.76803
2295,Linnbrane,Leven,LEVEN (SCOTLAND),1062,UK,784.3,830.73,55.989,-4.575,-4.575,56.025,efas,calibrated,01/01/1990 00:00',01/01/2012 00:00',21/11/1991 00:00',0.66946,0.15053,KGE,Europe,GreatBritain,2.94689,1.0,0.0,0.0443626,13.0072,0.820624,358.997,6.02065,3.7721,0.0,12.9495,5.0
2301,Drumlanrig,Nith,NITH (SCOTLAND),1062,UK,471.0,476.5,55.275,-3.798,-3.825,55.275,efas,calibrated,01/01/1990 00:00',01/01/2012 00:00',02/01/1991 00:00',0.712083,0.0405665,KGEJSD,Europe,GreatBritain,2.44232,1.0,0.0135162,0.0135162,7.60528,1.0,68.2358,8.0,2.87396,0.0,2.97318,3.66002
2304,PITLOCHRY,Tay,Tummel,1062,UK,6190.82,2850.83,56.7,-3.72,-3.675,56.625,efas,calibrated,01/01/1990 00:00',01/01/2000 00:00',01/01/1990 00:00',0.911125,0.027094,KGEJSD,Europe,GreatBritain,4.56474,1.0,0.748411,1.49548,28.9976,1.0,150.241,1.63644,4.78933,0.000283489,13.5004,2.80687
2306,Logie Mill,Scotland,NORTH ESK (SCOTLAND),1062,UK,732.0,713.23,56.767,-2.492,-2.525,56.775,efas,calibrated,01/01/1990 00:00',01/01/2012 00:00',02/01/1992 00:00',0.665293,0.0889657,KGEJSD,Europe,GreatBritain,4.35183,1.0,0.0,0.380571,6.18083,1.0,153.778,5.13647,4.22634,1.137e-05,28.4997,3.14547
2320,Hutton Castle,Tweed,WHITEADDER WATER,1062,UK,503.0,558.38,55.788,-2.19,-2.225,55.775,efas,calibrated,01/01/1990 00:00',01/01/2012 00:00',02/01/1992 00:00',0.736438,0.0393862,KGEJSD,Europe,GreatBritain,5.0,1.0,0.00235002,0.103812,11.3483,1.0,49.2699,5.14482,2.5,0.000133253,2.50285,3.2449
2326,ORMISTONE MILL,Tweed,Teviot,1062,UK,4936.53,1092.62,55.54,-2.47,-2.475,55.525,efas,calibrated,01/01/1990 00:00',01/01/2000 00:00',01/01/1990 00:00',0.739979,0.0294507,KGEJSD,Europe,GreatBritain,4.81831,1.0,0.0001977,0.0112679,8.98734,1.0,617.733,4.52572,3.45877,1.72073e-05,5.24165,3.33921
2337,Morwick,Northumbria,COQUET,1062,UK,569.8,529.98,55.333,-1.631,-1.625,55.325,efas,calibrated,01/01/1990 00:00',01/01/2012 00:00',07/09/1991 00:00',0.650167,0.0445697,KGEJSD,Europe,GreatBritain,5.0,1.0,0.0,0.01,8.11835,1.0,267.083,5.6651,3.14298,0.0,11.8191,3.30978
2341,Camerton,R. Derwent,DERWENT (TRIB. IRISH SEA),1062,UK,663.0,683.43,54.66,-3.491,-3.475,54.675,efas,calibrated,01/01/1990 00:00',01/01/2010 00:00',02/01/1990 00:00',0.676409,0.0224584,KGEJSD,Europe,GreatBritain,4.28467,1.0,0.0,0.0966667,15.128,1.0,269.981,2.63593,4.14555,2.07358e-05,3.3043,2.62165
2362,Broken Scar,R. Tees,TEES,1062,UK,818.4,899.68,54.518,-1.6,-1.625,54.525,efas,calibrated,01/01/1990 00:00',01/01/2012 00:00',28/12/1991 00:00',0.7797,0.0708449,KGEJSD,Europe,GreatBritain,1.87679,1.0,0.00764866,0.312366,15.0817,1.0,450.508,6.27516,4.94052,0.0,17.2025,2.9398
2363,Mattersey,Trent,IDLE,1062,UK,529.0,538.9,53.398,-0.962,-0.975,53.375,efas,calibrated,01/01/1990 00:00',01/01/2012 00:00',02/01/1992 00:00',0.744347,0.0146729,KGEJSD,Europe,GreatBritain,2.81086,1.0,0.0719365,0.595962,15.7024,1.0,184.931,2.13048,4.21859,0.0416534,23.3916,1.60204
2376,ABBEY HEATH,Great Ouse,LITTLE OUSE,1062,UK,688.5,700.72,52.43,0.72,0.775,52.425,efas,calibrated,01/01/1990 00:00',01/01/2012 00:00',02/01/1990 00:00',0.762793,0.049194,KGEJSD,Europe,GreatBritain,3.62061,1.0,0.162745,0.214253,22.4794,1.0,262.769,3.48874,5.36145,0.0218567,6.23171,1.12483
2378,BEDFORD,Great Ouse,Great Ouse,1062,UK,1460.0,1488.85,52.13,-0.46,-0.525,52.125,efas,calibrated,01/01/1990 00:00',01/01/2012 00:00',02/01/1992 00:00',0.724053,0.0420582,KGEJSD,Europe,GreatBritain,4.98304,1.0,0.00412883,0.0730329,14.0839,1.0,151.0,2.87259,2.74385,0.0048176,5.86014,2.31765
2388,Blunham,Great Ouse,IVEL,1062,UK,541.3,572.97,52.144,-0.315,-0.325,52.125,efas,calibrated,01/01/1990 00:00',01/01/2012 00:00',02/01/1992 00:00',0.750122,0.0468161,KGEJSD,Europe,GreatBritain,4.41344,4.23989,0.0418414,1.0021,0.0,1.0,40.0,2.58947,5.54852,0.0479565,11.4459,1.86683
2403,Gunnislake,R. Tamar,TAMAR,1062,UK,916.9,943.39,50.53,-4.221,-4.225,50.525,efas,calibrated,01/01/1990 00:00',01/01/2012 00:00',02/01/1992 00:00',0.648741,0.0298193,KGEJSD,Europe,GreatBritain,3.83293,1.0,0.000304531,0.333083,11.2245,1.0,416.366,2.31052,4.93517,0.0,13.9634,5.0
2405,Torrington,R. Torridge,TORRIDGE,1062,UK,663.0,646.36,50.946,-4.135,-4.125,50.925,efas,calibrated,01/01/1990 00:00',01/01/2012 00:00',30/12/1991 00:00',0.607888,0.049537,KGEJSD,Europe,GreatBritain,4.07096,1.0,0.0,0.49216,19.8081,1.0,315.585,5.11116,2.60363,0.0,22.6645,4.98507
2406,UMBERLEIGH,Taw,TAW,1062,UK,826.2,860.32,51.0,-3.98,-3.975,50.975,efas,calibrated,01/01/1990 00:00',01/01/2012 00:00',30/12/1991 00:00',0.644205,0.0275148,KGEJSD,Europe,GreatBritain,4.9917,1.0,0.0,0.0490219,7.02423,1.0,91.8128,3.12797,2.5,0.0,17.8227,4.99915
2420,Enslow Mill,Thames. above Lea,CHERWELL,1062,UK,551.7,553.29,51.861,-1.3,-1.325,51.925,efas,calibrated,01/01/1990 00:00',01/01/2012 00:00',06/12/1991 00:00',0.711927,0.0440838,KGEJSD,Europe,GreatBritain,2.97334,1.0,6.85306e-06,0.0556186,28.2171,1.0,149.984,1.9482,5.15649,0.0389276,6.6263,1.09525
2447,Teston,Medway,MEDWAY,1062,UK,1256.1,1342.56,51.25,0.448,0.425,51.225,efas,calibrated,01/01/1990 00:00',01/01/2012 00:00',15/11/1991 00:00',0.718276,0.063702,KGEJSD,Europe,GreatBritain,4.96505,1.0,0.0,0.247792,4.65462,1.0,255.265,6.84656,3.46046,5.32231e-06,15.0278,2.67873
2450,MANLEY HALL,R. Dee,DEE (WALES),1062,UK,1013.1,1084.56,52.96,-2.96,-2.975,52.975,efas,calibrated,01/01/1990 00:00',01/01/2012 00:00',15/11/1991 00:00',0.567554,0.0722822,KGEJSD,Europe,GreatBritain,3.25736,1.0,0.0,0.919636,23.8434,1.0,375.273,2.84241,3.40816,0.0,4.07117,2.27696
2455,Dyfi Bridge,Afon Dyfi,DYFI,1062,UK,471.3,508.5,52.6,-3.853,-3.875,52.625,efas,calibrated,01/01/1990 00:00',01/01/2012 00:00',15/11/1991 00:00',0.466304,0.0742781,KGEJSD,Europe,GreatBritain,2.81461,1.0,0.00285086,0.238102,8.35732,1.0,472.746,5.80644,2.98208,0.0,29.9485,2.60801
2460,Chain Bridge,Usk,USK,1062,UK,911.7,957.06,51.745,-2.949,-2.925,51.775,efas,calibrated,01/01/1990 00:00',01/01/2012 00:00',17/09/1991 00:00',0.667702,0.0360492,KGEJSD,Europe,GreatBritain,4.99909,1.0,0.0,0.157094,12.6616,1.0,57.1899,5.72002,3.62622,0.0,11.3221,2.61801
2481,TUNCBILEK (KUECUEKILET),Kocacay,ORHANELI CAYI,1062,TR,1622.0,1651.311744,39.62,29.47,29.475,39.625, ,calibrated,01/01/1980 00:00',01/10/1987 00:00',01/01/1980 00:00',0.794644,0.294447,KGE,Europe,SouthEastTurkeyIsraelDon,4.57138,1.0,0.0347901,0.90671,24.4726,1.0,86.9929,1.23629,4.22461,0.0315291,5.19358,3.167
2484,KAYIRLI,Buyuk Menderes,CINE CAYI,1062,TR,948.0,959.200576,37.42,28.12,28.075,37.425, ,calibrated,01/01/1980 00:00',01/10/1987 00:00',01/01/1980 00:00',0.809265,0.412052,KGE,Europe,SouthEastTurkeyIsraelDon,3.36212,1.0,0.470932,1.01103,9.3611,1.0,136.2,2.61653,4.69374,0.0892392,24.8686,1.36023
2493,SOEYLEMEZ (MESCITLI),KURA,Aras,1062,TR,2549.0,2645.1,39.76,41.8,41.825,39.775, ,calibrated,01/01/1980 00:00',01/10/1987 00:00',01/01/1980 00:00',0.880937,0.0586374,KGEJSD,Asia,CentralIranCaspianSeaSouthWestCoast,3.09072,1.0,0.0944026,0.870465,21.7381,1.0,510.306,2.7097,4.5303,0.0353333,5.88632,1.48755
2494,BESKONAK,Eastern Mediterranean coastal catchments and smal*,KOEPRUE,1062,TR,1942.0,1889.04128,37.14,31.19,31.225,37.125, ,calibrated,01/01/1980 00:00',01/10/1987 00:00',01/01/1980 00:00',0.399239,0.400029,KGE,Europe,SouthEastTurkeyIsraelDon,1.12284,1.0,0.0,1.14205,30.0,1.0,445.652,0.5,3.91251,0.0,16.4756,5.0
2495,KIRKYALAN,Goksu (southern branch),ERMENEK CAYIR,1062,TR,3500.0,3723.620608,36.56,33.33,33.275,36.575, ,calibrated,01/01/1980 00:00',01/10/1987 00:00',01/01/1980 00:00',0.809426,0.0380296,KGEJSD,Europe,SouthEastTurkeyIsraelDon,3.24021,1.0,0.04828,0.786251,8.71975,1.0,162.646,0.5,5.98015,0.000423162,22.4823,4.71728
2498,HIMMETLI,Ceyhan,GOEKSUN (TRIB. SEYHAN),1062,TR,2597.0,2554.411008,37.9,36.08,36.075,37.875, ,calibrated,01/01/1980 00:00',01/10/1987 00:00',01/01/1980 00:00',0.860711,0.0324308,KGEJSD,Europe,SouthEastTurkeyIsraelDon,3.029,1.0,0.0665778,1.02656,23.3543,1.0,289.036,0.822967,5.93242,0.0109642,15.5769,2.68317
2499,TANIR,Orontes,HURMAN,1062,TR,915.0,967.722752,38.41,36.91,36.925,38.425, ,calibrated,01/01/1980 00:00',01/10/1987 00:00',01/01/1980 00:00',0.773768,0.384406,KGE,Europe,SouthEastTurkeyIsraelDon,3.25565,1.0,0.0892445,1.31106,19.618,1.0,248.148,0.658994,6.25078,0.00859157,37.8966,3.36311
2504,ASAGI KAGDARIC,TIGRIS & EUPHRATES,KARASU CAYI,1062,TR,2886.0,2843.4,39.95,40.76,40.725,39.925, ,calibrated,01/01/1980 00:00',01/10/1987 00:00',01/01/1980 00:00',0.844342,0.066775,KGEJSD,Asia,TigrisEuphratesPersianGulfCaspianEastCoastIndus,4.6278,1.0,0.131613,0.879422,13.0804,1.0,312.074,2.01568,2.5,0.00250492,2.2195,2.33678
2505,BESIRI,TIGRIS & EUPHRATES,YANARSU CAYI,1062,TR,2450.0,2526.7,37.91,41.29,41.325,37.925, ,calibrated,01/01/1980 00:00',01/10/1987 00:00',01/01/1980 00:00',0.854934,0.0554453,KGEJSD,Asia,TigrisEuphratesPersianGulfCaspianEastCoastIndus,4.84506,1.0,0.0892774,0.745314,19.2503,1.0,125.881,2.28763,4.19447,0.0134252,16.8108,2.86542
2525,SKOGANVARRE,Tana,LAKSELVA (NO. FINNMARK),1062,NO,941.0,913.95,69.5,25.03,25.075,69.825,efas,calibrated,01/01/1990 00:00',01/01/2001 00:00',01/01/1990 00:00',0.715308,0.0748461,KGEJSD,Europe,SwedenNorway,4.61898,1.0,3.92083e-05,1.04972,24.065,1.0,109.224,0.789038,2.5,3.66439e-05,13.0459,4.21269
2532,NOVO SELO,Danube. section Timok - Jiu,Danube,1062,RO,584900.0,575195.25,44.16,22.82,22.825,44.125,efas,calibrated,02/01/1992 00:00',01/01/2000 00:00',02/01/1992 00:00',0.784519,0.0232528,KGEJSD,Europe,Danube,4.97587,1.0,0.199478,0.298947,21.568,1.0,168.061,4.90281,4.82408,0.00106202,4.84781,1.15473
2534,RUSE,Danube. section Lom - Arges,Danube,1062,RO,669900.0,659920.52,43.86,25.95,25.975,43.875,HIST,calibrated,02/01/1992 00:00',01/01/2000 00:00',02/01/1992 00:00',0.801558,0.0231419,KGEJSD,Europe,Danube,4.97587,1.0,0.199478,0.298947,21.568,1.0,168.061,4.90281,4.82408,0.00106202,4.84781,1.15473
2535,SILISTRA,Danube. section Arges - Ialom,Danube,1062,RO,689700.0,680260.53,44.13,27.26,27.275,44.125,efas,calibrated,02/01/1992 00:00',01/01/2000 00:00',02/01/1992 00:00',0.779543,0.0227375,KGEJSD,Europe,Danube,4.97587,1.0,0.199478,0.298947,21.568,1.0,168.061,4.90281,4.82408,0.00106202,4.84781,1.15473
2546,AHLERGAARDE,Skern,SKJERN A,1062,DK,1040.0,1025.26,55.95,8.72,8.725,55.975,efas,calibrated,01/01/1990 00:00',01/01/2003 00:00',01/01/1990 00:00',0.749226,0.0248805,KGEJSD,Europe,DenmarkFinlandDaugavaNeris,4.70356,1.0,0.0,0.96857,22.2348,1.0,246.655,0.672177,3.36228,1.8921e-05,29.6746,4.97877
2548,TVILUMBRO,Gudena,GUDENA,1062,DK,1290.0,1301.4,56.24,9.67,9.675,56.225,efas,calibrated,01/01/1990 00:00',01/01/2003 00:00',01/01/1990 00:00',0.740021,0.0471353,KGEJSD,Europe,DenmarkFinlandDaugavaNeris,2.82566,1.0,0.0,0.75082,23.3086,1.0,97.2722,0.575452,2.62764,0.0,33.8199,4.77559
2551,STAVNAGER,Ribe,RIBE A,1062,DK,680.0,636.8,55.32,8.88,8.875,55.325,efas,calibrated,01/01/1990 00:00',01/01/2003 00:00',01/01/1990 00:00',0.730425,0.0193966,KGEJSD,Europe,DenmarkFinlandDaugavaNeris,4.57149,1.0,0.000144006,0.728781,22.8213,1.0,114.821,0.828396,3.29778,0.0,16.0035,5.0
2556,HOLLOESE MOELLE,Susa,SUSA,1062,DK,753.0,793.88,55.3,11.68,11.675,55.325,efas,calibrated,01/01/1990 00:00',01/01/2003 00:00',01/01/1990 00:00',0.632668,0.0789477,KGEJSD,Europe,DenmarkFinlandDaugavaNeris,4.12355,1.0,0.111266,0.111266,0.0,1.0,40.1562,3.04371,2.5,0.0,8.22982,2.12286
2562,JONSCHWIL. MUEHLAU,Rhine. above Aare,THUR (CH),1062,CH,493.0,504.67,47.4,9.06,9.075,47.425,efas,calibrated,01/01/1990 00:00',01/01/2012 00:00',15/11/1991 00:00',0.740452,0.0445242,KGEJSD,Europe,RhineMaasScheldtSeine,4.07678,1.0,0.179329,0.519944,16.3371,1.0,100.631,4.08737,4.30134,0.00993454,1.33523,1.97021
2568,ZILPAMUSIS,Musa,Mūša,1062,LT,5007.0,5045.17,56.1,24.45,24.475,56.125,efas,calibrated,02/05/2001 00:00',01/01/2010 00:00',02/05/2001 00:00',0.801245,0.0767595,KGEJSD,Europe,DenmarkFinlandDaugavaNeris,4.32832,2.52629,0.289809,0.576073,12.9037,1.0,125.359,2.36979,3.98309,0.021835,11.3419,2.1451
2571,KODINA,Onega. section Mosha - Chekuyevo,KODINA,1062,RU,1800.0,1687.6,63.72,39.62,39.575,63.725, ,calibrated,02/01/1989 00:00',01/01/1994 00:00',02/01/1989 00:00',0.819464,0.281574,KGE,Asia,Arctic,4.25365,1.0,0.0814621,0.492639,14.1338,1.0,48.1933,0.50345,2.5,0.00304576,7.75154,3.98283
2572,SOUKHIE POROGUI,Teno-. Naatamo- and Paatsjoki (Finnish part),SOLZA,1062,RU,1190.0,1190.0,64.31,39.48,39.525,64.375, ,calibrated,01/01/1980 00:00',01/01/1989 00:00',01/01/1980 00:00',0.895403,0.0593388,KGEJSD,Asia,Arctic,4.73969,1.0,0.0252003,0.590034,13.3151,1.0,308.509,1.18154,2.53131,0.00102077,22.2111,3.47124
2577,KULOY,Kuloy,KULOY (TRIB. MEZENSKAYA GUBA),1062,RU,3040.0,3152.7,64.96,43.53,43.475,64.925, ,calibrated,01/01/1980 00:00',18/11/1991 00:00',01/01/1980 00:00',0.808049,0.053654,KGEJSD,Asia,Arctic,2.6482,2.30951,0.0,0.845075,15.6334,1.0,326.741,2.267,2.5,0.000718475,13.1349,0.174922
2579,BOROVSKAYA (BOROVAYA),PECHORA,PIZHMA,1062,RU,4890.0,4877.3,65.24,51.86,51.875,65.225, ,calibrated,01/01/1980 00:00',01/01/1988 00:00',01/01/1980 00:00',0.883717,0.0799904,KGEJSD,Asia,Arctic,4.94364,1.0,0.0899515,0.455308,11.8398,1.0,106.612,2.74114,3.48073,0.0,8.88055,1.23688
2580,VOLOKOVAYA,Pesha. lower section (partial),PESHA,1062,RU,2780.0,2921.5,66.5,48.21,48.225,66.525, ,calibrated,01/01/1980 00:00',01/01/1994 00:00',01/01/1980 00:00',0.762658,0.0420388,KGEJSD,Asia,Arctic,4.70197,1.0,0.0463461,0.448222,11.7472,1.0,174.198,1.87723,2.90588,0.00289299,10.8747,2.73649
2583,YAKSHA (YAKSHINSKAYA),PECHORA,PECHORA,1062,RU,9620.0,9562.6,61.81,56.84,56.875,61.875, ,calibrated,01/01/1980 00:00',01/01/1988 00:00',01/01/1980 00:00',0.885823,0.0229277,KGEJSD,Asia,Arctic,4.73478,1.0,0.204593,0.966298,11.3815,1.0,326.171,1.20799,2.5,7.48578e-05,7.60903,2.59054
2610,OSINKINA,Velikaya,SOROT,1062,RU,3170.0,3005.72,57.1,29.23,29.175,57.125, ,calibrated,01/01/1980 00:00',01/01/1988 00:00',01/01/1980 00:00',0.759008,0.0254011,KGEJSD,Europe,NevaNarvaParnuVuoski,2.95956,3.1014,0.337732,0.636279,25.6758,1.0,422.398,1.08464,2.65304,0.00233921,11.6575,1.63584
2612,TOLMACHEVO,Luga,LUGA,1062,RU,5990.0,6263.78,58.85,29.9,29.925,58.825, ,calibrated,01/01/1980 00:00',01/01/1988 00:00',01/01/1980 00:00',0.809752,0.018617,KGEJSD,Europe,NevaNarvaParnuVuoski,3.40874,2.7534,0.25245,0.827252,12.705,1.0,472.769,1.6813,2.92511,0.00669659,14.5413,1.90995
2613,NOVOSARATOVKA,Lake Ladoga sub-catchment,NEVA,1062,RU,281000.0,283900.08,59.83,30.52,30.525,59.825, ,calibrated,01/01/1980 00:00',01/01/2012 00:00',15/11/1991 00:00',0.707165,0.0549564,KGEJSD,Europe,NevaNarvaParnuVuoski,3.52103,4.99003,0.00906846,1.03463,5.55444,0.930859,360.087,0.529188,3.68848,2.91537e-05,38.2976,0.0341542
2616,OLONETS,Lake Ladoga. sub-catchment,OLONKA,1062,RU,2120.0,2266.25,60.98,32.96,32.975,60.975, ,calibrated,01/01/1980 00:00',01/01/1988 00:00',01/01/1980 00:00',0.835056,0.0422372,KGEJSD,Europe,NevaNarvaParnuVuoski,3.6962,5.0,0.211135,0.607842,20.3373,1.0,240.588,0.900176,4.61693,0.000761339,23.7008,3.3046
2618,MEDVEZH'YEGORSK,Ozero Onezhskoye sub-catchment,KUMSA,1062,RU,735.0,719.0,62.91,34.46,34.235,62.925, ,calibrated,01/01/1980 00:00',01/01/1988 00:00',01/01/1980 00:00',0.861143,0.217261,KGE,Europe,NevaNarvaParnuVuoski,5.0,1.0,0.163305,0.766132,12.9926,1.0,455.115,0.500728,2.59804,0.00045274,21.7829,0.746641
2623,KNYAZHEGUBSKOYE GES,Tumcha,KOVDA,1062,RU,25900.0,26047.22,66.77,32.34,32.325,66.775,efas,calibrated,02/01/2000 00:00',01/01/2007 00:00',02/01/2000 00:00',0.34526,0.240443,KGE,Europe,ScandinaviaMissing,2.15904,0.5,0.0,1.62948,7.09124,1.86279,605.884,6.66033,6.41776,0.0,8.39783,2.31779
2627,BELYY,Mezha,OBSHA,1062,RU,1590.0,1638.76,55.83,32.93,32.975,55.825, ,calibrated,01/01/1980 00:00',01/01/1988 00:00',01/01/1980 00:00',0.759833,0.0917424,KGEJSD,Europe,DenmarkFinlandDaugavaNeris,3.02065,1.0,0.297996,0.886752,19.2122,1.0,316.295,1.62255,3.84848,0.010844,5.8648,2.27489
2630,VILNIUS,Neris. above Sventoji,VILNIA,1062,LT,623.0,574.0,54.68,25.31,25.375,54.675,efas,calibrated,02/01/1993 00:00',01/01/2010 00:00',02/01/1993 00:00',0.689608,0.0229842,KGEJSD,Europe,DenmarkFinlandDaugavaNeris,4.03847,1.0,0.111328,1.03027,19.8735,1.0,201.969,1.38943,6.13999,0.00538673,14.7068,2.07805
2632,KARTENA,Minija,MINIJA,1062,LT,1220.0,1114.6,55.92,21.47,21.525,55.925,efas,calibrated,01/01/1990 00:00',01/01/2010 00:00',01/01/1990 00:00',0.672323,0.0344748,KGEJSD,Europe,DenmarkFinlandDaugavaNeris,4.68965,1.0,0.0,0.0327718,5.49307,1.0,453.182,2.01557,4.88033,0.0,6.0369,3.33666
2633,KALVARIJA,Sheshule,SESUPE - SHESHUPE,1062,LT,444.0,488.77,54.4,23.23,23.175,54.425,efas,calibrated,01/01/1990 00:00',01/01/2001 00:00',01/01/1990 00:00',0.715878,0.0120166,KGEJSD,Europe,DenmarkFinlandDaugavaNeris,4.95403,1.0,0.304633,0.858769,9.49383,1.0,168.268,2.38485,5.98099,0.00961497,12.6671,1.57015
2634,KUDIRKOS NAUMIESTIS,Sheshule,SESUPE - SHESHUPE,1062,LT,3180.0,3529.34,54.77,22.86,22.875,54.775,efas,calibrated,01/01/1990 00:00',01/01/2010 00:00',01/01/1990 00:00',0.773061,0.042381,KGEJSD,Europe,DenmarkFinlandDaugavaNeris,3.46276,1.96261,0.50106,0.719412,14.6097,1.0,603.881,2.67504,5.03202,0.0155743,10.0183,0.6616
2635,DASIUNAI,Nevezis,NEVEZIS,1062,LT,5510.0,5559.93,55.16,23.85,23.825,55.175,efas,calibrated,01/01/1990 00:00',01/01/2005 00:00',01/01/1990 00:00',0.740496,0.0555709,KGEJSD,Europe,DenmarkFinlandDaugavaNeris,3.60335,4.33885,0.26366,0.516218,15.468,1.0,251.669,2.01561,3.84925,0.0209588,10.0398,2.63196
2639,YELTSY,Volga. above Osuga. Sezha and Gzhat,VOLGA,1062,RU,9130.0,9148.9,56.66,33.83,33.825,56.675, ,calibrated,01/01/1980 00:00',01/01/1988 00:00',01/01/1980 00:00',0.736734,0.0289202,KGEJSD,Asia,Volga,0.5,2.99954,0.225014,0.647424,0.0,0.587765,384.165,1.23977,4.76468,0.00908966,25.7463,0.713544
2640,ZHILINO (KOSTOMAROVO),VOLGA,OKA (TRIB. VOLGA),1062,RU,4900.0,4922.6,52.98,36.08,36.075,52.975, ,calibrated,01/01/1980 00:00',01/01/1988 00:00',01/01/1980 00:00',0.516638,0.0950593,KGEJSD,Asia,Volga,2.7434,1.0,0.217356,1.354,20.3545,1.0,181.609,2.44457,6.47319,0.0449912,24.1517,1.85517
2643,SPAS-ZAGORYE,VOLGA,PROTVA,1062,RU,3640.0,3684.4,55.04,36.59,36.625,55.025, ,calibrated,01/01/1980 00:00',01/01/1988 00:00',01/01/1980 00:00',0.76586,0.0755886,KGEJSD,Asia,Volga,4.99232,1.0,0.261886,1.79305,21.13,1.0,628.729,1.10659,4.83493,0.0315232,23.7893,3.62225
2647,VYRYPAYEVKA,VOLGA,SVIYAGA,1062,RU,3600.0,3696.0,54.25,48.28,48.275,54.225, ,calibrated,01/01/1980 00:00',01/01/1988 00:00',01/01/1980 00:00',0.434596,0.155896,KGEJSD,Asia,Volga,0.83224,1.0,0.291839,1.98868,10.483,1.0,257.315,1.8762,6.49973,0.0313242,11.747,0.454841
